round,thompson_regret,eps_greedy_regret,thompson_opt_pick_rate,eps_greedy_opt_pick_rate
178,2.7299999999999947,5.164999999999998,0.16853932584269662,0.02247191011235955
179,2.7349999999999945,5.1949999999999985,0.16759776536312848,0.0223463687150838
180,2.7349999999999945,5.224999999999999,0.17222222222222222,0.022222222222222223
181,2.7649999999999944,5.254999999999999,0.1712707182320442,0.022099447513812154
182,2.7699999999999942,5.284999999999999,0.17032967032967034,0.02197802197802198
183,2.774999999999994,5.3149999999999995,0.16939890710382513,0.02185792349726776
184,2.774999999999994,5.345,0.17391304347826086,0.021739130434782608
185,2.8099999999999943,5.375,0.17297297297297298,0.021621621621621623
186,2.814999999999994,5.405,0.17204301075268819,0.021505376344086023
187,2.814999999999994,5.4350000000000005,0.17647058823529413,0.0213903743315508
188,2.819999999999994,5.465000000000001,0.17553191489361702,0.02127659574468085
189,2.839999999999994,5.495000000000001,0.1746031746031746,0.021164021164021163
190,2.844999999999994,5.525000000000001,0.1736842105263158,0.021052631578947368
191,2.864999999999994,5.5550000000000015,0.17277486910994763,0.020942408376963352
192,2.899999999999994,5.585000000000002,0.171875,0.020833333333333332
193,2.904999999999994,5.615000000000002,0.17098445595854922,0.02072538860103627
194,2.909999999999994,5.645000000000002,0.17010309278350516,0.020618556701030927
195,2.909999999999994,5.6750000000000025,0.17435897435897435,0.020512820512820513
196,2.914999999999994,5.705000000000003,0.17346938775510204,0.02040816326530612
197,2.9199999999999937,5.735000000000003,0.17258883248730963,0.02030456852791878
198,2.9249999999999936,5.765000000000003,0.1717171717171717,0.020202020202020204
199,2.9449999999999936,5.7950000000000035,0.1708542713567839,0.020100502512562814
200,2.9449999999999936,5.825000000000004,0.175,0.02
201,2.9449999999999936,5.855000000000004,0.1791044776119403,0.01990049751243781
202,2.9649999999999936,5.885000000000004,0.1782178217821782,0.019801980198019802
203,2.9699999999999935,5.9150000000000045,0.17733990147783252,0.019704433497536946
204,2.9699999999999935,5.945000000000005,0.18137254901960784,0.0196078431372549
205,2.9749999999999934,5.975000000000005,0.18048780487804877,0.01951219512195122
206,3.0099999999999936,6.005000000000005,0.1796116504854369,0.019417475728155338
207,3.0099999999999936,6.0350000000000055,0.18357487922705315,0.01932367149758454
208,3.0399999999999934,6.065000000000006,0.18269230769230768,0.019230769230769232
209,3.0399999999999934,6.095000000000006,0.18660287081339713,0.019138755980861243
210,3.0749999999999935,6.125000000000006,0.18571428571428572,0.01904761904761905
211,3.1099999999999937,6.1550000000000065,0.1848341232227488,0.018957345971563982
212,3.1099999999999937,6.185000000000007,0.18867924528301888,0.018867924528301886
213,3.1399999999999935,6.215000000000007,0.18779342723004694,0.018779342723004695
214,3.1449999999999934,6.245000000000007,0.18691588785046728,0.018691588785046728
215,3.1499999999999932,6.2750000000000075,0.18604651162790697,0.018604651162790697
216,3.154999999999993,6.2750000000000075,0.18518518518518517,0.023148148148148147
217,3.174999999999993,6.305000000000008,0.18433179723502305,0.02304147465437788
218,3.204999999999993,6.335000000000008,0.1834862385321101,0.022935779816513763
219,3.204999999999993,6.365000000000008,0.1872146118721461,0.0228310502283105
220,3.204999999999993,6.3950000000000085,0.19090909090909092,0.022727272727272728
221,3.209999999999993,6.425000000000009,0.19004524886877827,0.02262443438914027
222,3.2149999999999928,6.455000000000009,0.1891891891891892,0.02252252252252252
223,3.2449999999999926,6.485000000000009,0.18834080717488788,0.02242152466367713
224,3.2749999999999924,6.5150000000000095,0.1875,0.022321428571428572
225,3.2799999999999923,6.54500000000001,0.18666666666666668,0.022222222222222223
226,3.309999999999992,6.55000000000001,0.18584070796460178,0.022123893805309734
227,3.339999999999992,6.58000000000001,0.18502202643171806,0.022026431718061675
228,3.3699999999999917,6.61000000000001,0.18421052631578946,0.021929824561403508
229,3.3999999999999915,6.64000000000001,0.18340611353711792,0.021834061135371178
230,3.4299999999999913,6.670000000000011,0.1826086956521739,0.021739130434782608
231,3.459999999999991,6.700000000000011,0.18181818181818182,0.021645021645021644
232,3.489999999999991,6.730000000000011,0.1810344827586207,0.021551724137931036
233,3.489999999999991,6.760000000000011,0.18454935622317598,0.02145922746781116
234,3.494999999999991,6.790000000000012,0.18376068376068377,0.021367521367521368
235,3.514999999999991,6.820000000000012,0.1829787234042553,0.02127659574468085
236,3.5199999999999907,6.850000000000012,0.18220338983050846,0.0211864406779661
237,3.5199999999999907,6.880000000000012,0.18565400843881857,0.02109704641350211
238,3.5249999999999906,6.910000000000013,0.18487394957983194,0.02100840336134454
239,3.5249999999999906,6.940000000000013,0.18828451882845187,0.02092050209205021
240,3.5299999999999905,6.970000000000013,0.1875,0.020833333333333332
241,3.5299999999999905,7.000000000000013,0.1908713692946058,0.02074688796680498
242,3.5349999999999904,7.030000000000014,0.19008264462809918,0.02066115702479339
243,3.5349999999999904,7.060000000000014,0.1934156378600823,0.0205761316872428
244,3.56499999999999,7.090000000000014,0.19262295081967212,0.020491803278688523
245,3.56499999999999,7.120000000000014,0.19591836734693877,0.02040816326530612
246,3.5999999999999903,7.150000000000015,0.1951219512195122,0.02032520325203252
247,3.6199999999999903,7.180000000000015,0.19433198380566802,0.020242914979757085
248,3.64999999999999,7.210000000000015,0.1935483870967742,0.020161290322580645
249,3.6849999999999903,7.240000000000015,0.1927710843373494,0.020080321285140562
250,3.71499999999999,7.270000000000016,0.192,0.02
251,3.7499999999999902,7.270000000000016,0.19123505976095617,0.02390438247011952
252,3.7849999999999904,7.300000000000016,0.19047619047619047,0.023809523809523808
253,3.7899999999999903,7.330000000000016,0.18972332015810275,0.023715415019762844
254,3.81999999999999,7.360000000000016,0.1889763779527559,0.023622047244094488
255,3.82499999999999,7.3900000000000166,0.18823529411764706,0.023529411764705882
256,3.82999999999999,7.420000000000017,0.1875,0.0234375
257,3.8599999999999897,7.450000000000017,0.1867704280155642,0.023346303501945526
258,3.8599999999999897,7.480000000000017,0.18992248062015504,0.023255813953488372
259,3.89499999999999,7.5100000000000176,0.1891891891891892,0.023166023166023165
260,3.9249999999999896,7.540000000000018,0.18846153846153846,0.023076923076923078
261,3.9299999999999895,7.570000000000018,0.18773946360153257,0.022988505747126436
262,3.9599999999999893,7.570000000000018,0.18702290076335878,0.026717557251908396
263,3.9949999999999894,7.600000000000018,0.18631178707224336,0.026615969581749048
264,4.014999999999989,7.6300000000000185,0.1856060606060606,0.026515151515151516
265,4.044999999999989,7.660000000000019,0.18490566037735848,0.026415094339622643
266,4.0749999999999895,7.690000000000019,0.18421052631578946,0.02631578947368421
267,4.10999999999999,7.720000000000019,0.18352059925093633,0.026217228464419477
268,4.129999999999989,7.7500000000000195,0.1828358208955224,0.026119402985074626
269,4.134999999999989,7.78000000000002,0.1821561338289963,0.026022304832713755
270,4.169999999999989,7.81000000000002,0.1814814814814815,0.025925925925925925
271,4.189999999999989,7.84000000000002,0.18081180811808117,0.025830258302583026
272,4.219999999999989,7.8700000000000205,0.1801470588235294,0.025735294117647058
273,4.239999999999989,7.900000000000021,0.1794871794871795,0.02564102564102564
274,4.239999999999989,7.930000000000021,0.18248175182481752,0.025547445255474453
275,4.259999999999988,7.960000000000021,0.18181818181818182,0.025454545454545455
276,4.279999999999988,7.9900000000000215,0.18115942028985507,0.025362318840579712
277,4.299999999999987,8.020000000000021,0.18050541516245489,0.02527075812274368
278,4.304999999999987,8.05000000000002,0.17985611510791366,0.025179856115107913
279,4.309999999999987,8.08000000000002,0.17921146953405018,0.025089605734767026
280,4.329999999999987,8.110000000000019,0.17857142857142858,0.025
281,4.334999999999987,8.140000000000018,0.17793594306049823,0.02491103202846975
282,4.3399999999999865,8.170000000000018,0.1773049645390071,0.024822695035460994
283,4.359999999999986,8.200000000000017,0.17667844522968199,0.024734982332155476
284,4.389999999999986,8.205000000000018,0.176056338028169,0.02464788732394366
285,4.394999999999986,8.235000000000017,0.17543859649122806,0.02456140350877193
286,4.399999999999986,8.265000000000017,0.17482517482517482,0.024475524475524476
287,4.404999999999986,8.295000000000016,0.17421602787456447,0.024390243902439025
288,4.424999999999986,8.325000000000015,0.1736111111111111,0.024305555555555556
289,4.454999999999986,8.355000000000015,0.17301038062283736,0.02422145328719723
290,4.459999999999986,8.385000000000014,0.1724137931034483,0.02413793103448276
291,4.489999999999986,8.415000000000013,0.1718213058419244,0.024054982817869417
292,4.489999999999986,8.445000000000013,0.17465753424657535,0.023972602739726026
293,4.489999999999986,8.475000000000012,0.17747440273037543,0.023890784982935155
294,4.509999999999986,8.505000000000011,0.17687074829931973,0.023809523809523808
295,4.529999999999985,8.53500000000001,0.17627118644067796,0.023728813559322035
296,4.529999999999985,8.56500000000001,0.17905405405405406,0.02364864864864865
297,4.549999999999985,8.59500000000001,0.17845117845117844,0.02356902356902357
298,4.554999999999985,8.625000000000009,0.17785234899328858,0.02348993288590604
299,4.554999999999985,8.655000000000008,0.1806020066889632,0.023411371237458192
300,4.5599999999999845,8.675000000000008,0.18,0.023333333333333334
301,4.5599999999999845,8.705000000000007,0.18272425249169436,0.023255813953488372
302,4.5599999999999845,8.735000000000007,0.18543046357615894,0.023178807947019868
303,4.564999999999984,8.765000000000006,0.1848184818481848,0.0231023102310231
304,4.584999999999984,8.795000000000005,0.18421052631578946,0.023026315789473683
305,4.589999999999984,8.825000000000005,0.18360655737704917,0.022950819672131147
306,4.589999999999984,8.855000000000004,0.18627450980392157,0.02287581699346405
307,4.619999999999984,8.885000000000003,0.18566775244299674,0.02280130293159609
308,4.619999999999984,8.915000000000003,0.18831168831168832,0.022727272727272728
309,4.624999999999984,8.945000000000002,0.18770226537216828,0.022653721682847898
310,4.644999999999984,8.975000000000001,0.1870967741935484,0.02258064516129032
311,4.674999999999984,9.005,0.1864951768488746,0.022508038585209004
312,4.674999999999984,9.035,0.1891025641025641,0.022435897435897436
313,4.674999999999984,9.065,0.19169329073482427,0.022364217252396165
314,4.674999999999984,9.094999999999999,0.1942675159235669,0.022292993630573247
315,4.679999999999984,9.124999999999998,0.19365079365079366,0.022222222222222223
316,4.679999999999984,9.154999999999998,0.1962025316455696,0.022151898734177215
317,4.679999999999984,9.184999999999997,0.19873817034700317,0.022082018927444796
318,4.679999999999984,9.214999999999996,0.20125786163522014,0.0220125786163522
319,4.679999999999984,9.244999999999996,0.20376175548589343,0.0219435736677116
320,4.679999999999984,9.274999999999995,0.20625,0.021875
321,4.679999999999984,9.304999999999994,0.2087227414330218,0.021806853582554516
322,4.679999999999984,9.334999999999994,0.2111801242236025,0.021739130434782608
323,4.684999999999984,9.364999999999993,0.21052631578947367,0.021671826625386997
324,4.684999999999984,9.394999999999992,0.21296296296296297,0.021604938271604937
325,4.684999999999984,9.424999999999992,0.2153846153846154,0.021538461538461538
326,4.6899999999999835,9.459999999999992,0.2147239263803681,0.02147239263803681
327,4.709999999999983,9.489999999999991,0.21406727828746178,0.021406727828746176
328,4.739999999999983,9.51999999999999,0.21341463414634146,0.021341463414634148
329,4.739999999999983,9.54999999999999,0.21580547112462006,0.02127659574468085
330,4.744999999999983,9.58499999999999,0.21515151515151515,0.021212121212121213
331,4.749999999999983,9.61999999999999,0.21450151057401812,0.021148036253776436
332,4.749999999999983,9.64999999999999,0.21686746987951808,0.02108433734939759
333,4.749999999999983,9.679999999999989,0.21921921921921922,0.021021021021021023
334,4.749999999999983,9.709999999999988,0.2215568862275449,0.020958083832335328
335,4.749999999999983,9.739999999999988,0.22388059701492538,0.020895522388059702
336,4.784999999999983,9.769999999999987,0.22321428571428573,0.020833333333333332
337,4.784999999999983,9.769999999999987,0.22551928783382788,0.02373887240356083
338,4.789999999999983,9.799999999999986,0.22485207100591717,0.023668639053254437
339,4.789999999999983,9.799999999999986,0.22713864306784662,0.02654867256637168
340,4.789999999999983,9.829999999999986,0.22941176470588234,0.026470588235294117
341,4.789999999999983,9.859999999999985,0.2316715542521994,0.026392961876832845
342,4.789999999999983,9.889999999999985,0.23391812865497075,0.02631578947368421
343,4.819999999999983,9.919999999999984,0.23323615160349853,0.026239067055393587
344,4.824999999999983,9.949999999999983,0.23255813953488372,0.02616279069767442
345,4.829999999999983,9.979999999999983,0.2318840579710145,0.02608695652173913
346,4.864999999999983,10.009999999999982,0.23121387283236994,0.02601156069364162
347,4.864999999999983,10.039999999999981,0.2334293948126801,0.025936599423631124
348,4.8999999999999835,10.06999999999998,0.23275862068965517,0.02586206896551724
349,4.8999999999999835,10.09999999999998,0.2349570200573066,0.025787965616045846
350,4.8999999999999835,10.12999999999998,0.23714285714285716,0.025714285714285714
351,4.904999999999983,10.159999999999979,0.23646723646723647,0.02564102564102564
352,4.904999999999983,10.189999999999978,0.23863636363636365,0.02556818181818182
353,4.924999999999983,10.219999999999978,0.23796033994334279,0.025495750708215296
354,4.959999999999983,10.224999999999978,0.23728813559322035,0.025423728813559324
355,4.959999999999983,10.254999999999978,0.23943661971830985,0.02535211267605634
356,4.964999999999983,10.284999999999977,0.23876404494382023,0.025280898876404494
357,4.964999999999983,10.314999999999976,0.24089635854341737,0.025210084033613446
358,4.969999999999983,10.344999999999976,0.24022346368715083,0.025139664804469275
359,4.969999999999983,10.364999999999975,0.24233983286908078,0.025069637883008356
360,4.969999999999983,10.394999999999975,0.24444444444444444,0.025
361,4.969999999999983,10.424999999999974,0.24653739612188366,0.024930747922437674
362,4.969999999999983,10.454999999999973,0.24861878453038674,0.024861878453038673
363,4.969999999999983,10.484999999999973,0.25068870523415976,0.024793388429752067
364,4.974999999999983,10.514999999999972,0.25,0.024725274725274724
365,5.004999999999983,10.544999999999972,0.2493150684931507,0.024657534246575342
366,5.009999999999983,10.57499999999997,0.24863387978142076,0.02459016393442623
367,5.009999999999983,10.60499999999997,0.2506811989100817,0.02452316076294278
368,5.009999999999983,10.63499999999997,0.25271739130434784,0.024456521739130436
369,5.014999999999983,10.664999999999969,0.25203252032520324,0.024390243902439025
370,5.034999999999982,10.694999999999968,0.25135135135135134,0.024324324324324326
371,5.034999999999982,10.724999999999968,0.25336927223719674,0.02425876010781671
372,5.034999999999982,10.754999999999967,0.2553763440860215,0.024193548387096774
373,5.054999999999982,10.784999999999966,0.2546916890080429,0.024128686327077747
374,5.054999999999982,10.814999999999966,0.25668449197860965,0.02406417112299465
375,5.0749999999999815,10.844999999999965,0.256,0.024
376,5.079999999999981,10.874999999999964,0.2553191489361702,0.023936170212765957
377,5.079999999999981,10.904999999999964,0.2572944297082228,0.023872679045092837
378,5.079999999999981,10.934999999999963,0.25925925925925924,0.023809523809523808
379,5.079999999999981,10.964999999999963,0.2612137203166227,0.023746701846965697
380,5.084999999999981,10.984999999999962,0.26052631578947366,0.02368421052631579
381,5.084999999999981,11.014999999999961,0.26246719160104987,0.023622047244094488
382,5.084999999999981,11.04499999999996,0.2643979057591623,0.02356020942408377
383,5.084999999999981,11.07499999999996,0.26631853785900783,0.02349869451697128
384,5.089999999999981,11.10499999999996,0.265625,0.0234375
385,5.094999999999981,11.134999999999959,0.2649350649350649,0.023376623376623377
386,5.094999999999981,11.164999999999958,0.266839378238342,0.023316062176165803
387,5.114999999999981,11.194999999999958,0.2661498708010336,0.023255813953488372
388,5.119999999999981,11.224999999999957,0.2654639175257732,0.023195876288659795
389,5.119999999999981,11.254999999999956,0.26735218508997427,0.02313624678663239
390,5.119999999999981,11.284999999999956,0.2692307692307692,0.023076923076923078
391,5.1249999999999805,11.314999999999955,0.26854219948849106,0.023017902813299233
